,CODICE COMPLESSO,DENOMINAZIONE COMPLESSO,CODICE EDIFICIO,DENOMINAZIONE EDIFICIO,INDIRIZZO,CIVICO,COMUNE,CONDOMINIO,full_address,lat,lon
416,200031,COPPIN GUIDO 3,20003101,COPPIN GUIDO 3 A-E (VIA),VIA COPPIN GUIDO,3.0,MILANO,,VIA COPPIN GUIDO 3.0 MILANO,45.4404442,9.1340918
417,200031,COPPIN GUIDO 3,20003102,COPPIN GUIDO 3 B-F (VIA),VIA COPPIN GUIDO,3.0,MILANO,,VIA COPPIN GUIDO 3.0 MILANO,45.4404442,9.1340918
418,200031,COPPIN GUIDO 3,20003103,COPPIN GUIDO 3 C-G (VIA),VIA COPPIN GUIDO,3.0,MILANO,,VIA COPPIN GUIDO 3.0 MILANO,45.4404442,9.1340918
419,200031,COPPIN GUIDO 3,20003104,COPPIN GUIDO 3 D-H (VIA),VIA COPPIN GUIDO,3.0,MILANO,,VIA COPPIN GUIDO 3.0 MILANO,45.4404442,9.1340918
420,200031,COPPIN GUIDO 3,20003105,MARTINELLI GUIDO 55 A (VIA),VIA MARTINELLI GUIDO,55.0,MILANO,,VIA MARTINELLI GUIDO 55.0 MILANO,45.4408219,9.13345
421,200031,COPPIN GUIDO 3,20003106,MARTINELLI GUIDO 55 B (VIA),VIA MARTINELLI GUIDO,55.0,MILANO,,VIA MARTINELLI GUIDO 55.0 MILANO,45.4408219,9.13345
422,200031,COPPIN GUIDO 3,20003107,MARTINELLI GUIDO 55 C (VIA),VIA MARTINELLI GUIDO,55.0,MILANO,,VIA MARTINELLI GUIDO 55.0 MILANO,45.4408219,9.13345
423,200031,COPPIN GUIDO 3,20003108,MARTINELLI GUIDO 48 A (VIA),VIA MARTINELLI GUIDO,48.0,MILANO,,VIA MARTINELLI GUIDO 48.0 MILANO,45.4408219,9.13345
424,200031,COPPIN GUIDO 3,20003109,MARTINELLI GUIDO 48 B (VIA),VIA MARTINELLI GUIDO,48.0,MILANO,,VIA MARTINELLI GUIDO 48.0 MILANO,45.4408219,9.13345
425,200031,COPPIN GUIDO 3,20003110,MANFREDONIA 12 A-C (VIA),VIA MANFREDONIA,12.0,MILANO,,VIA MANFREDONIA 12.0 MILANO,45.4418461,9.132281
426,200031,COPPIN GUIDO 3,20003111,MANFREDONIA 12 B-D (VIA),VIA MANFREDONIA,12.0,MILANO,,VIA MANFREDONIA 12.0 MILANO,45.4418461,9.132281
427,200032,TERAMO 29,20003201,TERAMO 29  A-B-C-D (VIA),VIA TERAMO,29.0,MILANO,,VIA TERAMO 29.0 MILANO,45.4344892,9.1471948
428,200032,TERAMO 29,20003202,TERAMO 29 E (VIA),VIA TERAMO,29.0,MILANO,,VIA TERAMO 29.0 MILANO,45.4344892,9.1471948
429,200032,TERAMO 29,20003203,TERAMO 29  F (VIA),VIA TERAMO,29.0,MILANO,,VIA TERAMO 29.0 MILANO,45.4344892,9.1471948
430,200032,TERAMO 29,20003204,TERAMO 29  G (VIA),VIA TERAMO,29.0,MILANO,,VIA TERAMO 29.0 MILANO,45.4344892,9.1471948
431,200032,TERAMO 29,20003205,TERAMO 31 A-B-C-D-E-F (VIA),VIA TERAMO,31.0,MILANO,,VIA TERAMO 31.0 MILANO,45.4344892,9.1471948
432,200032,TERAMO 29,20003206,TERAMO 31 G-H-I-L-M-N (VIA),VIA TERAMO,31.0,MILANO,,VIA TERAMO 31.0 MILANO,45.4344892,9.1471948
433,200032,TERAMO 29,20003207,TERAMO 31 A-B-C-D-E-F-G-H-I (VIA),VIA TERAMO,31.0,MILANO,,VIA TERAMO 31.0 MILANO,45.4344892,9.1471948
434,200033,RIMINI 21,20003301,RIMINI 29 (VIA),VIA RIMINI,29.0,MILANO,SI,VIA RIMINI 29.0 MILANO,45.4407467,9.1716478
435,200033,RIMINI 21,20003302,RIMINI 27 C-D-E-F-G  (VIA),VIA RIMINI,27.0,MILANO,SI,VIA RIMINI 27.0 MILANO,45.4407467,9.1716478
436,200033,RIMINI 21,20003303,RIMINI 27 A-B (VIA),VIA RIMINI,27.0,MILANO,SI,VIA RIMINI 27.0 MILANO,45.4407467,9.1716478
437,200033,RIMINI 21,20003304,RIMINI 23 (VIA),VIA RIMINI,23.0,MILANO,SI,VIA RIMINI 23.0 MILANO,45.4407467,9.1716478
438,200033,RIMINI 21,20003305,RIMINI 21 (VIA),VIA RIMINI,21.0,MILANO,SI,VIA RIMINI 21.0 MILANO,45.4407467,9.1716478
439,200033,RIMINI 21,20003306,RIMINI 25.2 (VIA),VIA RIMINI,25.2,MILANO,SI,VIA RIMINI 25.2 MILANO,45.4400694,9.169875
440,200033,RIMINI 21,20003307,RIMINI 25.4 (VIA),VIA RIMINI,25.4,MILANO,SI,VIA RIMINI 25.4 MILANO,45.4396168,9.1701775
441,200033,RIMINI 21,20003308,RIMINI 25.6 (VIA),VIA RIMINI,25.6,MILANO,SI,VIA RIMINI 25.6 MILANO,45.4396281,9.1693554
442,200033,RIMINI 21,20003309,RIMINI 25.1 (VIA),VIA RIMINI,25.1,MILANO,SI,VIA RIMINI 25.1 MILANO,45.440134,9.1708353
443,200033,RIMINI 21,20003310,RIMINI 25.3 (VIA),VIA RIMINI,25.3,MILANO,SI,VIA RIMINI 25.3 MILANO,45.4396981,9.1708727
444,200033,RIMINI 21,20003311,RIMINI 25.7 (VIA),VIA RIMINI,25.7,MILANO,SI,VIA RIMINI 25.7 MILANO,45.440122,9.1716075
445,200033,RIMINI 21,20003312,RIMINI 25.5 (VIA),VIA RIMINI,25.5,MILANO,SI,VIA RIMINI 25.5 MILANO,45.4397513,9.1713165
446,200034,QUINTO ROMANO 76,20003401,QUINTO ROMANO 76 A-X (VIA),VIA QUINTO ROMANO,76.0,MILANO,SI,VIA QUINTO ROMANO 76.0 MILANO,,
447,200034,QUINTO ROMANO 76,20003402,QUINTO ROMANO 76 B-X (VIA),VIA QUINTO ROMANO,76.0,MILANO,SI,VIA QUINTO ROMANO 76.0 MILANO,,
448,200034,QUINTO ROMANO 76,20003403,QUINTO ROMANO 76 C-K (VIA),VIA QUINTO ROMANO,76.0,MILANO,SI,VIA QUINTO ROMANO 76.0 MILANO,,
449,200035,CALUSCA,20003501,CALUSCA 10 (VICOLO),VICOLO CALUSCA,10.0,MILANO,,VICOLO CALUSCA 10.0 MILANO,45.4534314,9.1797473
450,200036,DELLE FORZE ARMATE 181,20003601,DELLE FORZE ARMATE 181 (VIA),VIA DELLE FORZE ARMATE,181.0,MILANO,,VIA DELLE FORZE ARMATE 181.0 MILANO,,
451,200037,CRETA 1,20003701,CRETA 1 (VIA),VIA CRETA,1.0,MILANO,,VIA CRETA 1.0 MILANO,45.4581512,9.1139619
452,200038,SCALDASOLE 5,20003801,SCALDASOLE 5 (VIA),VIA SCALDASOLE,5.0,MILANO,,VIA SCALDASOLE 5.0 MILANO,45.4543209,9.1794188
453,200039,DEI GIAGGIOLI 14,20003901,DEI GIAGGIOLI 30 (VIA),VIA DEI GIAGGIOLI,30.0,MILANO,,VIA DEI GIAGGIOLI 30.0 MILANO,45.4483418,9.1314863
454,200039,DEI GIAGGIOLI 14,20003902,DEI GIAGGIOLI 18 (VIA),VIA DEI GIAGGIOLI,18.0,MILANO,,VIA DEI GIAGGIOLI 18.0 MILANO,45.4483418,9.1314863
455,200039,DEI GIAGGIOLI 14,20003903,DEI GIAGGIOLI 14 (VIA),VIA DEI GIAGGIOLI,14.0,MILANO,,VIA DEI GIAGGIOLI 14.0 MILANO,45.4483418,9.1314863
456,200039,DEI GIAGGIOLI 14,20003904,DEI GIAGGIOLI 34 (VIA),VIA DEI GIAGGIOLI,34.0,MILANO,,VIA DEI GIAGGIOLI 34.0 MILANO,45.4483418,9.1314863
457,200040,DEI GIACINTI 3,20004001,DEI GIGLI 11 (VIA),VIA DEI GIGLI,11,MILANO,,VIA DEI GIGLI 11 MILANO,45.4532212,9.1320576
458,200040,DEI GIACINTI 3,20004002,DEI GIGLI 9 (VIA),VIA DEI GIGLI,9,MILANO,,VIA DEI GIGLI 9 MILANO,45.4532339,9.1321013
459,200040,DEI GIACINTI 3,20004003,DEI GIGLI 7 (VIA),VIA DEI GIGLI,7,MILANO,,VIA DEI GIGLI 7 MILANO,45.4532466,9.132145
460,200040,DEI GIACINTI 3,20004004,DEI GIGLI 5 (VIA),VIA DEI GIGLI,5,MILANO,,VIA DEI GIGLI 5 MILANO,45.4532593,9.1321887
461,200040,DEI GIACINTI 3,20004005,DEI GIGLI 19 C-E (VIA),VIA DEI GIGLI,15,MILANO,,VIA DEI GIGLI 15 MILANO,45.4531959,9.1319702
462,200040,DEI GIACINTI 3,20004006,DEI GIGLI 19 F-N (VIA),VIA DEI GIGLI,15,MILANO,,VIA DEI GIGLI 15 MILANO,45.4531959,9.1319702
463,200040,DEI GIACINTI 3,20004007,DEI GIGLI 19 G-O (VIA),VIA DEI GIGLI,15,MILANO,,VIA DEI GIGLI 15 MILANO,45.4531959,9.1319702
464,200040,DEI GIACINTI 3,20004008,DEI GIGLI 19 H-P (VIA),VIA DEI GIGLI,15,MILANO,,VIA DEI GIGLI 15 MILANO,45.4531959,9.1319702
465,200040,DEI GIACINTI 3,20004009,DEI GIGLI 19 I-Q (VIA),VIA DEI GIGLI,15,MILANO,,VIA DEI GIGLI 15 MILANO,45.4531959,9.1319702
466,200040,DEI GIACINTI 3,20004010,DEI GIGLI 15 M-T (VIA),VIA DEI GIGLI,15,MILANO,,VIA DEI GIGLI 15 MILANO,45.4531959,9.1319702
467,200040,DEI GIACINTI 3,20004011,DEI GIGLI 15 L-S (VIA),VIA DEI GIGLI,15,MILANO,,VIA DEI GIGLI 15 MILANO,45.4531959,9.1319702
468,200040,DEI GIACINTI 3,20004012,DEI GIGLI 15 K-R (VIA),VIA DEI GIGLI,15,MILANO,,VIA DEI GIGLI 15 MILANO,45.4531959,9.1319702
469,200040,DEI GIACINTI 3,20004013,DEI GIGLI 15 N-U (VIA),VIA DEI GIGLI,15,MILANO,,VIA DEI GIGLI 15 MILANO,45.4531959,9.1319702
470,200040,DEI GIACINTI 3,20004014,CASCINA CORBA 25 (VIA),VIA CASCINA CORBA,25,MILANO,,VIA CASCINA CORBA 25 MILANO,45.4529239,9.1334382
471,200040,DEI GIACINTI 3,20004015,CASCINA CORBA 27 (VIA),VIA CASCINA CORBA,27,MILANO,,VIA CASCINA CORBA 27 MILANO,45.4529239,9.1334382
472,200040,DEI GIACINTI 3,20004016,CASCINA CORBA 29 (VIA),VIA CASCINA CORBA,29,MILANO,,VIA CASCINA CORBA 29 MILANO,45.4529239,9.1334382
473,200040,DEI GIACINTI 3,20004017,CASCINA CORBA 31 (VIA),VIA CASCINA CORBA,31,MILANO,,VIA CASCINA CORBA 31 MILANO,45.4529239,9.1334382
474,200040,DEI GIACINTI 3,20004018,CASCINA CORBA 33 (VIA),VIA CASCINA CORBA,33,MILANO,,VIA CASCINA CORBA 33 MILANO,45.4529239,9.1334382
475,200040,DEI GIACINTI 3,20004019,CASCINA CORBA 35 (VIA),VIA CASCINA CORBA,35,MILANO,,VIA CASCINA CORBA 35 MILANO,45.4529239,9.1334382
476,200040,DEI GIACINTI 3,20004020,CASCINA CORBA 37 (VIA),VIA CASCINA CORBA,37,MILANO,,VIA CASCINA CORBA 37 MILANO,45.4529239,9.1334382
477,200040,DEI GIACINTI 3,20004021,CASCINA CORBA 39 (VIA),VIA CASCINA CORBA,39,MILANO,,VIA CASCINA CORBA 39 MILANO,45.4529239,9.1334382
478,200040,DEI GIACINTI 3,20004022,CASCINA CORBA 41 (VIA),VIA CASCINA CORBA,41,MILANO,,VIA CASCINA CORBA 41 MILANO,45.4529239,9.1334382
479,200040,DEI GIACINTI 3,20004023,CASCINA CORBA 43 (VIA),VIA CASCINA CORBA,43,MILANO,,VIA CASCINA CORBA 43 MILANO,45.4529239,9.1334382
480,200040,DEI GIACINTI 3,20004024,CASCINA CORBA 45 (VIA),VIA CASCINA CORBA,45,MILANO,,VIA CASCINA CORBA 45 MILANO,45.4529239,9.1334382
481,200040,DEI GIACINTI 3,20004025,DEGLI OLEANDRI 7 (VIA),VIA DEGLI OLEANDRI,7,MILANO,,VIA DEGLI OLEANDRI 7 MILANO,45.35336755,9.328266751364076
482,200040,DEI GIACINTI 3,20004026,DEGLI OLEANDRI 5 (VIA),VIA DEGLI OLEANDRI,5,MILANO,,VIA DEGLI OLEANDRI 5 MILANO,45.3530633,9.328196058065707
483,200040,DEI GIACINTI 3,20004027,DELLE ORTENSIE 11 (VIA),VIA DELLE ORTENSIE,11,MILANO,,VIA DELLE ORTENSIE 11 MILANO,45.4517011,9.1317808
484,200040,DEI GIACINTI 3,20004028,DELLE ORTENSIE 9 (VIA),VIA DELLE ORTENSIE,9,MILANO,,VIA DELLE ORTENSIE 9 MILANO,45.4517011,9.1317808
485,200040,DEI GIACINTI 3,20004029,DELLE ORTENSIE 7 (VIA),VIA DELLE ORTENSIE,7,MILANO,,VIA DELLE ORTENSIE 7 MILANO,45.4517011,9.1317808
486,200040,DEI GIACINTI 3,20004030,DEI GIGLI 11.2 (VIA),VIA DEI GIGLI,11.2,MILANO,,VIA DEI GIGLI 11.2 MILANO,45.4535852,9.1322748
487,200040,DEI GIACINTI 3,20004031,DEI GIGLI 11.4 (VIA),VIA DEI GIGLI,11.4,MILANO,,VIA DEI GIGLI 11.4 MILANO,45.4535852,9.1322748
488,200040,DEI GIACINTI 3,20004032,DEI GIGLI 11.6 (VIA),VIA DEI GIGLI,11.6,MILANO,,VIA DEI GIGLI 11.6 MILANO,45.452216,9.1294101
489,200040,DEI GIACINTI 3,20004033,DEI MUGHETTI 17 (VIA),VIA DEI MUGHETTI,17,MILANO,,VIA DEI MUGHETTI 17 MILANO,45.4516732,9.130159508020476
490,200040,DEI GIACINTI 3,20004034,DEI MUGHETTI 13 (VIA),VIA DEI MUGHETTI,13,MILANO,,VIA DEI MUGHETTI 13 MILANO,45.45141375,9.13029865641523
491,200040,DEI GIACINTI 3,20004035,DELLE VIOLE 19 (VIA),VIA DELLE VIOLE,19,MILANO,,VIA DELLE VIOLE 19 MILANO,45.4519485,9.1306112
492,200040,DEI GIACINTI 3,20004036,DELLE VIOLE 15 (VIA),VIA DELLE VIOLE,15,MILANO,,VIA DELLE VIOLE 15 MILANO,45.45170985,9.130750899999999
493,200040,DEI GIACINTI 3,20004037,DELLE ORTENSIE 11.2 (VIA),VIA DELLE ORTENSIE,11.2,MILANO,,VIA DELLE ORTENSIE 11.2 MILANO,45.4517011,9.1317808
494,200040,DEI GIACINTI 3,20004038,DEI MUGHETTI 7 (VIA),VIA DEI MUGHETTI,7,MILANO,,VIA DEI MUGHETTI 7 MILANO,45.45077595,9.1306582
495,200040,DEI GIACINTI 3,20004039,DEI MUGHETTI 4 (VIA),VIA DEI MUGHETTI,4,MILANO,,VIA DEI MUGHETTI 4 MILANO,45.4505953,9.131116749999997
496,200040,DEI GIACINTI 3,20004040,DELLE VIOLE 5 (VIA),VIA DELLE VIOLE,5,MILANO,,VIA DELLE VIOLE 5 MILANO,45.45079835,9.131281999999999
497,200040,DEI GIACINTI 3,20004041,DELLE VIOLE 1 (VIA),VIA DELLE VIOLE,1,MILANO,,VIA DELLE VIOLE 1 MILANO,45.450548850000004,9.131427099999998
498,200040,DEI GIACINTI 3,20004042,DELLE VIOLE 2 (VIA),VIA DELLE VIOLE,2,MILANO,,VIA DELLE VIOLE 2 MILANO,45.45065515,9.131800356504058
499,200040,DEI GIACINTI 3,20004043,DELLE ORTENSIE 5 (VIA),VIA DELLE ORTENSIE,5,MILANO,,VIA DELLE ORTENSIE 5 MILANO,45.3835995,9.1540381
500,200040,DEI GIACINTI 3,20004044,DELLE ORTENSIE 3 (VIA),VIA DELLE ORTENSIE,3,MILANO,,VIA DELLE ORTENSIE 3 MILANO,45.3834356,9.1540033
501,200040,DEI GIACINTI 3,20004045,DEI GIACINTI 21 (VIA),VIA DEI GIACINTI,21,MILANO,,VIA DEI GIACINTI 21 MILANO,45.4507753,9.1328322
502,200040,DEI GIACINTI 3,20004046,DELLE ROSE 42 (VIA),VIA DELLE ROSE,42,MILANO,,VIA DELLE ROSE 42 MILANO,45.4493682,9.1323617
503,200040,DEI GIACINTI 3,20004047,DELLE ROSE 36 (VIA),VIA DELLE ROSE,36,MILANO,,VIA DELLE ROSE 36 MILANO,45.4493682,9.1323617
504,200040,DEI GIACINTI 3,20004048,DELLE ROSE 28 (VIA),VIA DELLE ROSE,28,MILANO,,VIA DELLE ROSE 28 MILANO,45.554364500000005,9.189481125
505,200040,DEI GIACINTI 3,20004049,DELLE ROSE 24 (VIA),VIA DELLE ROSE,24,MILANO,,VIA DELLE ROSE 24 MILANO,45.554217,9.1896561
506,200040,DEI GIACINTI 3,20004050,DEI GAROFANI 1 (VIA),VIA DEI GAROFANI,1,MILANO,,VIA DEI GAROFANI 1 MILANO,45.4374506,9.3757823
507,200040,DEI GIACINTI 3,20004051,DELLE ROSE 4 (VIA),VIA DELLE ROSE,4,MILANO,,VIA DELLE ROSE 4 MILANO,45.5525652,9.190311
508,200040,DEI GIACINTI 3,20004052,DELLE ROSE 2 (VIA),VIA DELLE ROSE,2,MILANO,,VIA DELLE ROSE 2 MILANO,45.5525069,9.345311
509,200040,DEI GIACINTI 3,20004053,DELLE ROSE 9 (VIA),VIA DELLE ROSE,9,MILANO,,VIA DELLE ROSE 9 MILANO,45.5527775,9.189529653125
510,200040,DEI GIACINTI 3,20004054,DELLE ROSE 7 (VIA),VIA DELLE ROSE,7,MILANO,,VIA DELLE ROSE 7 MILANO,45.5527532,9.1898307
511,200040,DEI GIACINTI 3,20004055,DELLE ROSE 5 (VIA),VIA DELLE ROSE,5,MILANO,,VIA DELLE ROSE 5 MILANO,45.5525995,9.189853114795916
512,200040,DEI GIACINTI 3,20004056,LORENTEGGIO 152 (VIA),VIA LORENTEGGIO,152,MILANO,,VIA LORENTEGGIO 152 MILANO,45.4495603,9.1348534
513,200040,DEI GIACINTI 3,20004057,LORENTEGGIO 154 (VIA),VIA LORENTEGGIO,154,MILANO,,VIA LORENTEGGIO 154 MILANO,45.4495192,9.1347216
514,200040,DEI GIACINTI 3,20004058,LORENTEGGIO 156 (VIA),VIA LORENTEGGIO,156,MILANO,,VIA LORENTEGGIO 156 MILANO,45.449498,9.1344749
515,200040,DEI GIACINTI 3,20004059,LORENTEGGIO 158 (VIA),VIA LORENTEGGIO,158,MILANO,,VIA LORENTEGGIO 158 MILANO,45.449404,9.1343724
516,200040,DEI GIACINTI 3,20004060,LORENTEGGIO 160 (VIA),VIA LORENTEGGIO,160,MILANO,,VIA LORENTEGGIO 160 MILANO,45.4493482,9.1341927
517,200040,DEI GIACINTI 3,20004061,DEI MUGHETTI 1 (VIA),VIA DEI MUGHETTI,1,MILANO,,VIA DEI MUGHETTI 1 MILANO,45.4503837,9.130888954310343
518,200040,DEI GIACINTI 3,20004062,DEI MUGHETTI 3 (VIA),VIA DEI MUGHETTI,3,MILANO,,VIA DEI MUGHETTI 3 MILANO,45.4505018,9.1308294
519,200040,DEI GIACINTI 3,20004063,LORENTEGGIO 150 (VIA),VIA LORENTEGGIO,150,MILANO,,VIA LORENTEGGIO 150 MILANO,45.4496157,9.1350412
520,200040,DEI GIACINTI 3,20004064,DEGLI OLEANDRI 2 (VIA),VIA DEGLI OLEANDRI,2,MILANO,,VIA DEGLI OLEANDRI 2 MILANO,45.550984,9.189711188775512
521,200040,DEI GIACINTI 3,20004065,DEI GAROFANI 24 (VIA),VIA DEI GAROFANI,24,MILANO,,VIA DEI GAROFANI 24 MILANO,45.4378428,9.375565
522,200040,DEI GIACINTI 3,20004066,DEI GIACINTI 19 (VIA),VIA DEI GIACINTI,19,MILANO,,VIA DEI GIACINTI 19 MILANO,45.4507753,9.1328322
523,200040,DEI GIACINTI 3,20004067,DEI GIACINTI 17 (VIA),VIA DEI GIACINTI,17,MILANO,,VIA DEI GIACINTI 17 MILANO,45.4507753,9.1328322
524,200040,DEI GIACINTI 3,20004068,DEI GAROFANI 22 (VIA),VIA DEI GAROFANI,22,MILANO,,VIA DEI GAROFANI 22 MILANO,45.4376672,9.3757495
525,200040,DEI GIACINTI 3,20004069,DEI GAROFANI 14 (VIA),VIA DEI GAROFANI,14,MILANO,,VIA DEI GAROFANI 14 MILANO,45.4372566,9.3764768
526,200040,DEI GIACINTI 3,20004070,DEI GAROFANI 12 (VIA),VIA DEI GAROFANI,12,MILANO,,VIA DEI GAROFANI 12 MILANO,45.4371952,9.3766114
527,200040,DEI GIACINTI 3,20004071,DEI GIACINTI 7 (VIA),VIA DEI GIACINTI,7,MILANO,,VIA DEI GIACINTI 7 MILANO,45.4507753,9.1328322
528,200040,DEI GIACINTI 3,20004072,DEI GIACINTI 3A (VIA),VIA DEI GIACINTI,3A,MILANO,,VIA DEI GIACINTI 3A MILANO,45.4507753,9.1328322
529,200040,DEI GIACINTI 3,20004073,DEI GIACINTI 3 (VIA),VIA DEI GIACINTI,3,MILANO,,VIA DEI GIACINTI 3 MILANO,45.4507753,9.1328322
530,200040,DEI GIACINTI 3,20004074,DEI GERANI 1 (VIA),VIA DEI GERANI,1,MILANO,,VIA DEI GERANI 1 MILANO,45.351995450000004,9.328049920388887
531,200040,DEI GIACINTI 3,20004075,DEI GERANI 8 (VIA),VIA DEI GERANI,8,MILANO,,VIA DEI GERANI 8 MILANO,45.4489633,9.1319342
532,200040,DEI GIACINTI 3,20004076,DEI GAROFANI 9 (VIA),VIA DEI GAROFANI,9,MILANO,,VIA DEI GAROFANI 9 MILANO,45.438423,9.375273
533,200040,DEI GIACINTI 3,20004077,DEI GAROFANI 3 (VIA),VIA DEI GAROFANI,3,MILANO,,VIA DEI GAROFANI 3 MILANO,45.4376282,9.3755865
534,300001,VILLAPIZZONE,30000101,CONSOLE MARCELLO 19 A-B-C (VIA),VIA CONSOLE MARCELLO,19,MILANO,,VIA CONSOLE MARCELLO 19 MILANO,45.5001646,9.1472571
535,300001,VILLAPIZZONE,30000102,CONSOLE MARCELLO 19 D-E-F (VIA),VIA CONSOLE MARCELLO,19,MILANO,,VIA CONSOLE MARCELLO 19 MILANO,45.5001646,9.1472571
536,300001,VILLAPIZZONE,30000103,CONSOLE MARCELLO 21 A-B-C (VIA),VIA CONSOLE MARCELLO,21,MILANO,,VIA CONSOLE MARCELLO 21 MILANO,45.5004268,9.1467119
537,300001,VILLAPIZZONE,30000104,CONSOLE MARCELLO 21 D-E-F (VIA),VIA CONSOLE MARCELLO,21,MILANO,,VIA CONSOLE MARCELLO 21 MILANO,45.5004268,9.1467119
538,300001,VILLAPIZZONE,30000105,CONSOLE MARCELLO 21 G-H-I (VIA),VIA CONSOLE MARCELLO,21,MILANO,,VIA CONSOLE MARCELLO 21 MILANO,45.5004268,9.1467119
539,300002,VILLAPIZZONE II,30000201,CONSOLE MARCELLO 25 A-B (VIA),VIA CONSOLE MARCELLO,25,MILANO,,VIA CONSOLE MARCELLO 25 MILANO,45.5008115,9.1459165
540,300002,VILLAPIZZONE II,30000202,CONSOLE MARCELLO 25 C-D (VIA),VIA CONSOLE MARCELLO,25,MILANO,,VIA CONSOLE MARCELLO 25 MILANO,45.5008115,9.1459165
541,300002,VILLAPIZZONE II,30000203,PIZZIGONI GIUSEPPINA 20 A (VIA),VIA PIZZIGONI GIUSEPPINA,20,MILANO,,VIA PIZZIGONI GIUSEPPINA 20 MILANO,45.5002901,9.1448793
542,300002,VILLAPIZZONE II,30000204,PIZZIGONI GIUSEPPINA 20 B (VIA),VIA PIZZIGONI GIUSEPPINA,20,MILANO,,VIA PIZZIGONI GIUSEPPINA 20 MILANO,45.5002901,9.1448793
543,300003,PALERMO,30000301,PALERMO 15 (VIA),VIA PALERMO,15,MILANO,,VIA PALERMO 15 MILANO,45.4753036,9.1848655
544,300004,ANFITEATRO,30000401,ANFITEATRO 14 (VIA),VIA ANFITEATRO,14,MILANO,,VIA ANFITEATRO 14 MILANO,45.4744737,9.1825529
545,300005,GARIBALDI-RIVOLI,30000501,GARIBALDI 11 (CSO),CORSO GARIBALDI GIUSEPPE,11,MILANO,,CORSO GARIBALDI GIUSEPPE 11 MILANO,45.4725735,9.1837122
546,300005,GARIBALDI-RIVOLI,30000502,GARIBALDI 17 (CSO),CORSO GARIBALDI GIUSEPPE,17,MILANO,,CORSO GARIBALDI GIUSEPPE 17 MILANO,45.4729054,9.18363
547,300005,GARIBALDI-RIVOLI,30000503,"DEGLI ANGIOLI, 1 (VIA)",VIA STREHLER GIORGIO,1,MILANO,,VIA STREHLER GIORGIO 1 MILANO,45.4729072,9.1832329
548,300005,GARIBALDI-RIVOLI,30000504,RIVOLI 4 (VIA),VIA RIVOLI,4,MILANO,,VIA RIVOLI 4 MILANO,45.4724146,9.1829415
549,300006,MERCATO,30000601,MERCATO 10 (VIA),VIA MERCATO,10,MILANO,,VIA MERCATO 10 MILANO,45.4708653,9.1844738
550,300007,GARIBALDI 75,30000701,GARIBALDI 75 (CSO),CORSO GARIBALDI GIUSEPPE,75,MILANO,,CORSO GARIBALDI GIUSEPPE 75 MILANO,45.4756491,9.1836339
551,300008,GARIBALDI DUE,30000801,GARIBALDI 111 (CSO),CORSO GARIBALDI GIUSEPPE,111,MILANO,,CORSO GARIBALDI GIUSEPPE 111 MILANO,45.4788473,9.1853912
552,300009,LOPEZ 6,30000901,LOPEZ SABATINO 4 A-B-G-H (VIA),VIA LOPEZ SABATINO,4,MILANO,,VIA LOPEZ SABATINO 4 MILANO,45.5135938,9.1463154
553,300009,LOPEZ 6,30000902,LOPEZ SABATINO 4 C-D-E-F (VIA),VIA LOPEZ SABATINO,4,MILANO,,VIA LOPEZ SABATINO 4 MILANO,45.5135938,9.1463154
554,300009,LOPEZ 6,30000903,LOPEZ SABATINO 4 I-L (VIA),VIA LOPEZ SABATINO,4,MILANO,,VIA LOPEZ SABATINO 4 MILANO,45.5135938,9.1463154
555,300009,LOPEZ 6,30000904,LOPEZ SABATINO 6 A-B-C-D (VIA),VIA LOPEZ SABATINO,6,MILANO,,VIA LOPEZ SABATINO 6 MILANO,45.5135938,9.1463154
556,300009,LOPEZ 6,30000905,LOPEZ SABATINO 6 E-F-G-H (VIA),VIA LOPEZ SABATINO,6,MILANO,,VIA LOPEZ SABATINO 6 MILANO,45.5135938,9.1463154
557,300009,LOPEZ 6,30000906,LOPEZ SABATINO 8 A-B-C-D (VIA),VIA LOPEZ SABATINO,8,MILANO,,VIA LOPEZ SABATINO 8 MILANO,45.5141053,9.1460495
558,300009,LOPEZ 6,30000907,LOPEZ SABATINO 8 E-F-G-H (VIA),VIA LOPEZ SABATINO,8,MILANO,,VIA LOPEZ SABATINO 8 MILANO,45.5141053,9.1460495
559,300009,LOPEZ 6,30000908,LOPEZ SABATINO 8 I-L-M-N (VIA),VIA LOPEZ SABATINO,8,MILANO,,VIA LOPEZ SABATINO 8 MILANO,45.5141053,9.1460495
560,300009,LOPEZ 6,30000909,LOPEZ SABATINO 7 A-B-C-D (VIA),VIA LOPEZ SABATINO,7,MILANO,,VIA LOPEZ SABATINO 7 MILANO,45.5135938,9.1463154
561,300009,LOPEZ 6,30000910,LOPEZ SABATINO 7 E (VIA),VIA LOPEZ SABATINO,7,MILANO,,VIA LOPEZ SABATINO 7 MILANO,45.5135938,9.1463154
562,300010,AMORETTI 14,30001001,AMORETTI CARLO 10 A-B-C-D-E-F (VIA),VIA AMORETTI CARLO,10,MILANO,,VIA AMORETTI CARLO 10 MILANO,45.518856,9.1370436
563,300010,AMORETTI 14,30001002,AMORETTI CARLO 10 G-H-I-L (VIA),VIA AMORETTI CARLO,10,MILANO,,VIA AMORETTI CARLO 10 MILANO,45.518856,9.1370436
