CODICE EDIFICIO,full_address,lat,lon,list,acqua,biblio,ciclabili,consu,cult,edicole,farmacie,metro,parchi,posta,serd,sinf,sita,sport,sprim,ss2,ssec,treni,uni,wifi,distr,all
10001708,VIA DEL TURCHINO 20 MILANO,45.4518933,9.2280527,"[0.6666666666666666, 0.6666666666666666, 0.6271929824561404, 0.001999200319872052, 0.0005917860101787193, 0.5689655172413793, 0.6129032258064516, 0.0018155410312273052, 0.5809248554913294, 0.5625, 0.0002977253781112302, 0.6785714285714286, 0.5714285714285714, 0.5948275862068966, 0.63125, 0.5416666666666666, 0.5930232558139534, 0.625, 0.06410256410256447, 0.5660377358490566, 0.515695067264574, 0.6143973214285714]",0.6666666666666666,0.6666666666666666,0.6271929824561404,0.001999200319872052,0.0005917860101787193,0.5689655172413793,0.6129032258064516,0.0018155410312273052,0.5809248554913294,0.5625,0.0002977253781112302,0.6785714285714286,0.5714285714285714,0.5948275862068966,0.63125,0.5416666666666666,0.5930232558139534,0.625,0.06410256410256447,0.5660377358490566,0.515695067264574,0.6143973214285714
10001709,VIA DEL TURCHINO 20 MILANO,45.4518933,9.2280527,"[0.6666666666666666, 0.6666666666666666, 0.6271929824561404, 0.001999200319872052, 0.0005917860101787193, 0.5689655172413793, 0.6129032258064516, 0.0018155410312273052, 0.5809248554913294, 0.5625, 0.0002977253781112302, 0.6785714285714286, 0.5714285714285714, 0.5948275862068966, 0.63125, 0.5416666666666666, 0.5930232558139534, 0.625, 0.06410256410256447, 0.5660377358490566, 0.515695067264574, 0.6143973214285714]",0.6666666666666666,0.6666666666666666,0.6271929824561404,0.001999200319872052,0.0005917860101787193,0.5689655172413793,0.6129032258064516,0.0018155410312273052,0.5809248554913294,0.5625,0.0002977253781112302,0.6785714285714286,0.5714285714285714,0.5948275862068966,0.63125,0.5416666666666666,0.5930232558139534,0.625,0.06410256410256447,0.5660377358490566,0.515695067264574,0.6143973214285714
10001710,VIA DEL TURCHINO 20 MILANO,45.4518933,9.2280527,"[0.6666666666666666, 0.6666666666666666, 0.6271929824561404, 0.001999200319872052, 0.0005917860101787193, 0.5689655172413793, 0.6129032258064516, 0.0018155410312273052, 0.5809248554913294, 0.5625, 0.0002977253781112302, 0.6785714285714286, 0.5714285714285714, 0.5948275862068966, 0.63125, 0.5416666666666666, 0.5930232558139534, 0.625, 0.06410256410256447, 0.5660377358490566, 0.515695067264574, 0.6143973214285714]",0.6666666666666666,0.6666666666666666,0.6271929824561404,0.001999200319872052,0.0005917860101787193,0.5689655172413793,0.6129032258064516,0.0018155410312273052,0.5809248554913294,0.5625,0.0002977253781112302,0.6785714285714286,0.5714285714285714,0.5948275862068966,0.63125,0.5416666666666666,0.5930232558139534,0.625,0.06410256410256447,0.5660377358490566,0.515695067264574,0.6143973214285714
10001711,VIA DEL TURCHINO 20 MILANO,45.4518933,9.2280527,"[0.6666666666666666, 0.6666666666666666, 0.6271929824561404, 0.001999200319872052, 0.0005917860101787193, 0.5689655172413793, 0.6129032258064516, 0.0018155410312273052, 0.5809248554913294, 0.5625, 0.0002977253781112302, 0.6785714285714286, 0.5714285714285714, 0.5948275862068966, 0.63125, 0.5416666666666666, 0.5930232558139534, 0.625, 0.06410256410256447, 0.5660377358490566, 0.515695067264574, 0.6143973214285714]",0.6666666666666666,0.6666666666666666,0.6271929824561404,0.001999200319872052,0.0005917860101787193,0.5689655172413793,0.6129032258064516,0.0018155410312273052,0.5809248554913294,0.5625,0.0002977253781112302,0.6785714285714286,0.5714285714285714,0.5948275862068966,0.63125,0.5416666666666666,0.5930232558139534,0.625,0.06410256410256447,0.5660377358490566,0.515695067264574,0.6143973214285714
10001712,VIA DEL TURCHINO 22 MILANO,45.4518933,9.2280527,"[0.6666666666666666, 0.6666666666666666, 0.6271929824561404, 0.001999200319872052, 0.0005917860101787193, 0.5689655172413793, 0.6129032258064516, 0.0018155410312273052, 0.5809248554913294, 0.5625, 0.0002977253781112302, 0.6785714285714286, 0.5714285714285714, 0.5948275862068966, 0.63125, 0.5416666666666666, 0.5930232558139534, 0.625, 0.06410256410256447, 0.5660377358490566, 0.515695067264574, 0.6143973214285714]",0.6666666666666666,0.6666666666666666,0.6271929824561404,0.001999200319872052,0.0005917860101787193,0.5689655172413793,0.6129032258064516,0.0018155410312273052,0.5809248554913294,0.5625,0.0002977253781112302,0.6785714285714286,0.5714285714285714,0.5948275862068966,0.63125,0.5416666666666666,0.5930232558139534,0.625,0.06410256410256447,0.5660377358490566,0.515695067264574,0.6143973214285714
10001713,VIA DEL TURCHINO 22 MILANO,45.4518933,9.2280527,"[0.6666666666666666, 0.6666666666666666, 0.6271929824561404, 0.001999200319872052, 0.0005917860101787193, 0.5689655172413793, 0.6129032258064516, 0.0018155410312273052, 0.5809248554913294, 0.5625, 0.0002977253781112302, 0.6785714285714286, 0.5714285714285714, 0.5948275862068966, 0.63125, 0.5416666666666666, 0.5930232558139534, 0.625, 0.06410256410256447, 0.5660377358490566, 0.515695067264574, 0.6143973214285714]",0.6666666666666666,0.6666666666666666,0.6271929824561404,0.001999200319872052,0.0005917860101787193,0.5689655172413793,0.6129032258064516,0.0018155410312273052,0.5809248554913294,0.5625,0.0002977253781112302,0.6785714285714286,0.5714285714285714,0.5948275862068966,0.63125,0.5416666666666666,0.5930232558139534,0.625,0.06410256410256447,0.5660377358490566,0.515695067264574,0.6143973214285714
10001714,VIA DEL TURCHINO 22 MILANO,45.4518933,9.2280527,"[0.6666666666666666, 0.6666666666666666, 0.6271929824561404, 0.001999200319872052, 0.0005917860101787193, 0.5689655172413793, 0.6129032258064516, 0.0018155410312273052, 0.5809248554913294, 0.5625, 0.0002977253781112302, 0.6785714285714286, 0.5714285714285714, 0.5948275862068966, 0.63125, 0.5416666666666666, 0.5930232558139534, 0.625, 0.06410256410256447, 0.5660377358490566, 0.515695067264574, 0.6143973214285714]",0.6666666666666666,0.6666666666666666,0.6271929824561404,0.001999200319872052,0.0005917860101787193,0.5689655172413793,0.6129032258064516,0.0018155410312273052,0.5809248554913294,0.5625,0.0002977253781112302,0.6785714285714286,0.5714285714285714,0.5948275862068966,0.63125,0.5416666666666666,0.5930232558139534,0.625,0.06410256410256447,0.5660377358490566,0.515695067264574,0.6143973214285714
10001716,VIA DEL TURCHINO 18 MILANO,45.4516612,9.2271411,"[0.6666666666666666, 0.6666666666666666, 0.6345029239766082, 0.002554931016862544, 0.0006325110689437065, 0.5689655172413793, 0.6129032258064516, 0.0022624434389140274, 0.5838150289017341, 0.5625, 0.0003076923076923077, 0.6785714285714286, 0.5714285714285714, 0.6120689655172413, 0.63125, 0.5416666666666666, 0.5930232558139534, 0.625, 0.5210526315789473, 0.5660377358490566, 0.515695067264574, 0.6233258928571429]",0.6666666666666666,0.6666666666666666,0.6345029239766082,0.002554931016862544,0.0006325110689437065,0.5689655172413793,0.6129032258064516,0.0022624434389140274,0.5838150289017341,0.5625,0.0003076923076923077,0.6785714285714286,0.5714285714285714,0.6120689655172413,0.63125,0.5416666666666666,0.5930232558139534,0.625,0.5210526315789473,0.5660377358490566,0.515695067264574,0.6233258928571429
10001717,VIA DEL TURCHINO 20 MILANO,45.4518933,9.2280527,"[0.6666666666666666, 0.6666666666666666, 0.6271929824561404, 0.001999200319872052, 0.0005917860101787193, 0.5689655172413793, 0.6129032258064516, 0.0018155410312273052, 0.5809248554913294, 0.5625, 0.0002977253781112302, 0.6785714285714286, 0.5714285714285714, 0.5948275862068966, 0.63125, 0.5416666666666666, 0.5930232558139534, 0.625, 0.06410256410256447, 0.5660377358490566, 0.515695067264574, 0.6143973214285714]",0.6666666666666666,0.6666666666666666,0.6271929824561404,0.001999200319872052,0.0005917860101787193,0.5689655172413793,0.6129032258064516,0.0018155410312273052,0.5809248554913294,0.5625,0.0002977253781112302,0.6785714285714286,0.5714285714285714,0.5948275862068966,0.63125,0.5416666666666666,0.5930232558139534,0.625,0.06410256410256447,0.5660377358490566,0.515695067264574,0.6143973214285714
10001801,VIA MOROSINI EMILIO 4 MILANO,45.4615841,9.2111592,"[0.6666666666666666, 1.0, 0.6242690058479532, 0.7, 0.5319148936170213, 0.7327586206896551, 0.9516129032258065, 0.0037091988130563813, 0.5260115606936416, 0.625, 0.000402123210551713, 0.8928571428571428, 0.6428571428571428, 0.7413793103448276, 0.9375, 0.8958333333333333, 0.9069767441860466, 0.625, 0.6657894736842105, 0.6320754716981132, 0.5717488789237668, 0.7633928571428572]",0.6666666666666666,1.0,0.6242690058479532,0.7,0.5319148936170213,0.7327586206896551,0.9516129032258065,0.0037091988130563813,0.5260115606936416,0.625,0.000402123210551713,0.8928571428571428,0.6428571428571428,0.7413793103448276,0.9375,0.8958333333333333,0.9069767441860466,0.625,0.6657894736842105,0.6320754716981132,0.5717488789237668,0.7633928571428572
